EntityLogicalName,EntityDisplayName,FieldLogicalName,FieldDisplayName,Type,Required,Constraints,Purpose,Security
ccsb_resourcecapability,Resource Capability,ccsb_sourcehash,Source Hash,Text,No,Max 128.,Detects source drift without storing full source payload.,Standard
ccsb_resourcecapability,Resource Capability,ccsb_notes,Notes,Multiline Text,No,Max 100000; field security recommended.,Restricted notes; do not store medical/private details unless approved.,Field Security
ccsb_operationaudit,Operation Audit,ccsb_operationauditid,Operation Audit,Uniqueidentifier,System,Primary ID; generated by Dataverse.,Unique row identifier.,Standard
ccsb_operationaudit,Operation Audit,ccsb_name,Operation Audit Name,Primary Name,Yes,Max 300.,Readable audit event title.,Standard
ccsb_operationaudit,Operation Audit,ccsb_auditkey,Audit Key,Text,Yes,Max 200; alternate key.,Stable event key for support lookup and idempotent writes.,Standard
ccsb_operationaudit,Operation Audit,ccsb_operationid,Operation,Lookup,Runtime required,Target ccsb_operation; metadata optional.,Parent operation producing the event.,Standard
ccsb_operationaudit,Operation Audit,ccsb_operationitemid,Operation Item,Lookup,No,Target ccsb_operationitem.,Optional child operation item.,Standard
ccsb_operationaudit,Operation Audit,ccsb_boardid,Board,Lookup,No,Target ccsb_board.,Board scope for security and support filters.,Standard
ccsb_operationaudit,Operation Audit,ccsb_boardversionid,Board Version,Lookup,No,Target ccsb_boardversion.,Configuration version in effect.,Standard
ccsb_operationaudit,Operation Audit,ccsb_scheduleversionid,Schedule Version,Lookup,No,Target ccsb_scheduleversion.,Operational schedule version in effect.,Standard
ccsb_operationaudit,Operation Audit,ccsb_schedulechangeid,Schedule Change,Lookup,No,Target ccsb_schedulechange.,Change ledger record linked to this event.,Standard
ccsb_operationaudit,Operation Audit,ccsb_publishsnapshotid,Publish Snapshot,Lookup,No,Target ccsb_publishsnapshot.,Publish evidence linked to this event.,Standard
ccsb_operationaudit,Operation Audit,ccsb_publishsnapshotitemid,Publish Snapshot Item,Lookup,No,Target ccsb_publishsnapshotitem.,Snapshot item linked to this event.,Standard
ccsb_operationaudit,Operation Audit,ccsb_publishlockid,Publish Lock,Lookup,No,Target ccsb_publishlock.,Lock linked to this event.,Standard
ccsb_operationaudit,Operation Audit,ccsb_conflictid,Conflict,Lookup,No,Target ccsb_conflict.,Conflict or warning linked to this event.,Standard
ccsb_operationaudit,Operation Audit,ccsb_actorid,Actor,Lookup,No,Target systemuser.,Dataverse user executing or causing the event.,Standard
ccsb_operationaudit,Operation Audit,ccsb_actorprincipaltype,Actor Principal Type,Choice,Yes,"System User, Team, Application User, System Process, External Principal.",Classifies the actor.,Standard
ccsb_operationaudit,Operation Audit,ccsb_actorprincipalid,Actor Principal ID,Text,No,Max 100.,Dataverse or Entra principal identifier.,Standard
ccsb_operationaudit,Operation Audit,ccsb_actordisplayname,Actor Display Name,Text,No,Max 300; field security recommended.,Friendly actor name captured for support.,Field Security
ccsb_operationaudit,Operation Audit,ccsb_auditeventtype,Audit Event Type,Choice,Yes,"Command Requested, Validation Result, Security Decision, Warning Confirmed, Change Committed, Publish Committed, Rollback Committed, Failure, Support Read.",High-level event category.,Standard
ccsb_operationaudit,Operation Audit,ccsb_actiontype,Action Type,Choice,Yes,"Validate, Execute, Publish, Rollback, Lock, Unlock, Override, Activate, Generate Projection, Integration.",Product action attempted.,Standard
ccsb_operationaudit,Operation Audit,ccsb_outcome,Outcome,Choice,Yes,"Started, Succeeded, Warning, Blocked, Failed, Denied, Cancelled.",Result of the event.,Standard
ccsb_operationaudit,Operation Audit,ccsb_severity,Severity,Choice,Yes,"Information, Warning, Error, Critical, Security.",Support triage severity.,Standard
ccsb_operationaudit,Operation Audit,ccsb_correlationid,Correlation ID,Text,Yes,Max 100; same value as operation correlation where available.,End-to-end trace correlation.,Standard
ccsb_operationaudit,Operation Audit,ccsb_causationid,Causation ID,Text,No,Max 100.,Links event to the event/request that caused it.,Standard
ccsb_operationaudit,Operation Audit,ccsb_idempotencykey,Idempotency Key,Text,No,Max 200.,Duplicate detection key for command requests.,Standard
ccsb_operationaudit,Operation Audit,ccsb_clientrequestid,Client Request ID,Text,No,Max 100.,Client-provided request identifier.,Standard
ccsb_operationaudit,Operation Audit,ccsb_uirequestid,UI Request ID,Text,No,Max 100.,PCF/session request identifier for support.,Standard
ccsb_operationaudit,Operation Audit,ccsb_targetscopetype,Target Scope Type,Choice,No,"Board, Board Version, Schedule Version, Date Range, Resource, Group, Record, Operation.",Scope type affected.,Standard
ccsb_operationaudit,Operation Audit,ccsb_sourceentitylogicalname,Source Entity Logical Name,Text,No,Max 128.,Source table logical name when event concerns a mapped/customer record.,Standard
ccsb_operationaudit,Operation Audit,ccsb_sourcerecordid,Source Record ID,Text,No,Max 100.,Source record identifier.,Standard
ccsb_operationaudit,Operation Audit,ccsb_targetentitylogicalname,Target Entity Logical Name,Text,No,Max 128.,Target table logical name when different from source.,Standard
ccsb_operationaudit,Operation Audit,ccsb_targetrecordid,Target Record ID,Text,No,Max 100.,Target record identifier.,Standard
ccsb_operationaudit,Operation Audit,ccsb_reasoncategory,Reason Category,Choice,No,"User Reason, Policy Override, Conflict Override, System Recovery, Support Action, Migration.",Reason classification.,Standard
ccsb_operationaudit,Operation Audit,ccsb_reasontext,Reason Text,Multiline Text,No,Max 4000; field security recommended.,User/system rationale.,Field Security
ccsb_operationaudit,Operation Audit,ccsb_beforeimagejson,Before Image JSON,Multiline Text,No,Max 100000; field security recommended.,Minimal before-image for managed fields.,Field Security
ccsb_operationaudit,Operation Audit,ccsb_afterimagejson,After Image JSON,Multiline Text,No,Max 100000; field security recommended.,Minimal after-image for managed fields.,Field Security
ccsb_operationaudit,Operation Audit,ccsb_deltajson,Delta JSON,Multiline Text,No,Max 100000; field security recommended.,Normalized changed field/value summary.,Field Security
ccsb_operationaudit,Operation Audit,ccsb_diagnosticjson,Diagnostic JSON,Multiline Text,No,Max 100000; field security recommended.,Safe machine diagnostics; avoid secrets and raw PII.,Field Security
ccsb_operationaudit,Operation Audit,ccsb_policyversion,Policy Version,Text,No,Max 50.,Authorization/rule policy version evaluated.,Standard
ccsb_operationaudit,Operation Audit,ccsb_occurredon,Occurred On,Date and Time,Yes,User local; stored UTC.,Event timestamp.,Standard
ccsb_operationaudit,Operation Audit,ccsb_retentionuntil,Retention Until,Date and Time,No,User local; stored UTC.,Earliest archive/purge eligibility.,Standard
ccsb_operationaudit,Operation Audit,ccsb_evidencehash,Evidence Hash,Text,No,Max 128.,Hash of normalized evidence JSON.,Standard
ccsb_operationaudit,Operation Audit,ccsb_previousevidencehash,Previous Evidence Hash,Text,No,Max 128.,Optional hash-chain pointer.,Standard
ccsb_operationaudit,Operation Audit,ccsb_isimmutable,Immutable,Boolean,Yes,Default Yes.,Server-side update/delete guard.,Standard
ccsb_schedulechange,Schedule Change,ccsb_schedulechangeid,Schedule Change,Uniqueidentifier,System,Primary ID; generated by Dataverse.,Unique row identifier.,Standard
ccsb_schedulechange,Schedule Change,ccsb_name,Schedule Change Name,Primary Name,Yes,Max 300.,Readable change label.,Standard
ccsb_schedulechange,Schedule Change,ccsb_changekey,Change Key,Text,Yes,Max 200; alternate key.,Stable identity for one logical schedule mutation.,Standard
ccsb_schedulechange,Schedule Change,ccsb_boardid,Board,Lookup,Runtime required,Target ccsb_board; metadata optional.,Board scope.,Standard
ccsb_schedulechange,Schedule Change,ccsb_boardversionid,Board Version,Lookup,Runtime required,Target ccsb_boardversion; metadata optional.,Configuration version used to interpret mappings.,Standard
ccsb_schedulechange,Schedule Change,ccsb_scheduleversionid,Schedule Version,Lookup,No,Target ccsb_scheduleversion.,Operational schedule version.,Standard
ccsb_schedulechange,Schedule Change,ccsb_scheduleitemid,Schedule Item,Lookup,No,Target ccsb_scheduleitem.,Affected activity/booking/service item.,Standard
ccsb_schedulechange,Schedule Change,ccsb_scheduleassignmentid,Schedule Assignment,Lookup,No,Target ccsb_scheduleassignment.,Affected assignment.,Standard
ccsb_schedulechange,Schedule Change,ccsb_schedulerequirementid,Schedule Requirement,Lookup,No,Target ccsb_schedulerequirement.,Affected requirement.,Standard
ccsb_schedulechange,Schedule Change,ccsb_resourceid,Resource,Lookup,No,Target ccsb_resource.,Affected resource.,Standard
ccsb_schedulechange,Schedule Change,ccsb_operationid,Operation,Lookup,Runtime required,Target ccsb_operation; metadata optional.,Operation that created or committed the change.,Standard
ccsb_schedulechange,Schedule Change,ccsb_operationitemid,Operation Item,Lookup,No,Target ccsb_operationitem.,Operation item for this record.,Standard
ccsb_schedulechange,Schedule Change,ccsb_publishsnapshotid,Publish Snapshot,Lookup,No,Target ccsb_publishsnapshot.,Snapshot that includes this change.,Standard
ccsb_schedulechange,Schedule Change,ccsb_publishsnapshotitemid,Publish Snapshot Item,Lookup,No,Target ccsb_publishsnapshotitem.,Snapshot item evidence.,Standard
ccsb_schedulechange,Schedule Change,ccsb_publishlockid,Publish Lock,Lookup,No,Target ccsb_publishlock.,Lock that blocked or protected the change.,Standard
ccsb_schedulechange,Schedule Change,ccsb_conflictid,Conflict,Lookup,No,Target ccsb_conflict.,Conflict produced by this change.,Standard
ccsb_schedulechange,Schedule Change,ccsb_correlationid,Correlation ID,Text,Yes,Max 100.,Trace correlation shared across operation/audit records.,Standard
ccsb_schedulechange,Schedule Change,ccsb_changetype,Change Type,Choice,Yes,"Create, Update, Move, Resize, Assign, Unassign, Reassign, Status Change, Requirement Change, Publish, Rollback.",Business mutation category.,Standard
ccsb_schedulechange,Schedule Change,ccsb_changestate,Change State,Choice,Yes,"Draft, Pending Validation, Pending Approval, Approved, Committed, Pending Publish, Published, Superseded, Rolled Back, Rejected, Cancelled.",Lifecycle of the change.,Standard
ccsb_schedulechange,Schedule Change,ccsb_sourceorigin,Source Origin,Choice,Yes,"Native CCSB, Customer Mapped, Field Service, Project Operations, Import, System.",Origin of the affected schedule data.,Standard
ccsb_schedulechange,Schedule Change,ccsb_sourceentitylogicalname,Source Entity Logical Name,Text,No,Max 128.,Mapped source table logical name.,Standard
ccsb_schedulechange,Schedule Change,ccsb_sourcerecordid,Source Record ID,Text,No,Max 100.,Mapped source record identifier.,Standard
ccsb_schedulechange,Schedule Change,ccsb_sourcerowversion,Source Row Version,Text,No,Max 100.,Concurrency token from source record.,Standard
ccsb_schedulechange,Schedule Change,ccsb_targetentitylogicalname,Target Entity Logical Name,Text,No,Max 128.,Target table for writes where different from source.,Standard
ccsb_schedulechange,Schedule Change,ccsb_targetrecordid,Target Record ID,Text,No,Max 100.,Target record identifier.,Standard
ccsb_schedulechange,Schedule Change,ccsb_fieldscopejson,Field Scope JSON,Multiline Text,Yes,Max 100000.,Approved field list governed by active mapping policy.,Standard
ccsb_schedulechange,Schedule Change,ccsb_beforeimagejson,Before Image JSON,Multiline Text,No,Max 100000; field security recommended.,Managed before-image.,Field Security
ccsb_schedulechange,Schedule Change,ccsb_proposedimagejson,Proposed Image JSON,Multiline Text,No,Max 100000; field security recommended.,Proposed values before commit.,Field Security
ccsb_schedulechange,Schedule Change,ccsb_committedimagejson,Committed Image JSON,Multiline Text,No,Max 100000; field security recommended.,Values written or accepted.,Field Security
ccsb_schedulechange,Schedule Change,ccsb_rollbackimagejson,Rollback Image JSON,Multiline Text,No,Max 100000; field security recommended.,Rollback candidate image for managed fields only.,Field Security
ccsb_schedulechange,Schedule Change,ccsb_ruleoutcomejson,Rule Outcome JSON,Multiline Text,No,Max 100000.,"Rule, warning, and blocker summary.",Standard
ccsb_schedulechange,Schedule Change,ccsb_requiresapproval,Requires Approval,Boolean,Yes,Default No.,Indicates approval is required before commit/publish.,Standard
ccsb_schedulechange,Schedule Change,ccsb_approvedby,Approved By,Lookup,No,Target systemuser.,Approver when required.,Standard
ccsb_schedulechange,Schedule Change,ccsb_approvedon,Approved On,Date and Time,No,User local; stored UTC.,Approval timestamp.,Standard
ccsb_schedulechange,Schedule Change,ccsb_overridereason,Override Reason,Multiline Text,No,Max 4000; field security recommended.,Required reason for overrides.,Field Security
ccsb_schedulechange,Schedule Change,ccsb_requestedby,Requested By,Lookup,No,Target systemuser.,User who requested the change.,Standard
ccsb_schedulechange,Schedule Change,ccsb_requestedon,Requested On,Date and Time,Yes,User local; stored UTC.,Request timestamp.,Standard
ccsb_schedulechange,Schedule Change,ccsb_committedon,Committed On,Date and Time,No,User local; stored UTC.,Commit timestamp.,Standard
ccsb_schedulechange,Schedule Change,ccsb_publishedon,Published On,Date and Time,No,User local; stored UTC.,Publish timestamp.,Standard
ccsb_schedulechange,Schedule Change,ccsb_retentionuntil,Retention Until,Date and Time,No,User local; stored UTC.,Earliest archive/purge eligibility.,Standard
ccsb_schedulechange,Schedule Change,ccsb_changehash,Change Hash,Text,No,Max 128.,Hash of normalized change evidence.,Standard
ccsb_schedulechange,Schedule Change,ccsb_isrollbackcandidate,Rollback Candidate,Boolean,Yes,Default Yes for managed-field changes.,Eligible for rollback snapshot inclusion.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_publishsnapshotitemid,Publish Snapshot Item,Uniqueidentifier,System,Primary ID; generated by Dataverse.,Unique row identifier.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_name,Publish Snapshot Item Name,Primary Name,Yes,Max 300.,Readable snapshot item name.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_snapshotitemkey,Snapshot Item Key,Text,Yes,Max 200; alternate key.,Stable snapshot item identity.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_publishsnapshotid,Publish Snapshot,Lookup,Runtime required,Target ccsb_publishsnapshot; metadata optional.,Parent snapshot header.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_boardid,Board,Lookup,No,Target ccsb_board.,Board scope.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_boardversionid,Board Version,Lookup,No,Target ccsb_boardversion.,Configuration version scope.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_scheduleversionid,Schedule Version,Lookup,No,Target ccsb_scheduleversion.,Schedule version scope.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_operationid,Operation,Lookup,No,Target ccsb_operation.,Publish/rollback operation.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_operationitemid,Operation Item,Lookup,No,Target ccsb_operationitem.,Operation item that produced this row.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_schedulechangeid,Schedule Change,Lookup,No,Target ccsb_schedulechange.,Change captured by this item.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_scheduleitemid,Schedule Item,Lookup,No,Target ccsb_scheduleitem.,Native schedule item if applicable.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_scheduleassignmentid,Schedule Assignment,Lookup,No,Target ccsb_scheduleassignment.,Native assignment if applicable.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_schedulerequirementid,Schedule Requirement,Lookup,No,Target ccsb_schedulerequirement.,Native requirement if applicable.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_resourceid,Resource,Lookup,No,Target ccsb_resource.,Resource associated with this item.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_sequencenumber,Sequence Number,Whole Number,Yes,Starts at 1 within snapshot.,Deterministic order for replay/diff.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_itemtype,Item Type,Choice,Yes,"Schedule Item, Assignment, Requirement, Resource, Lock, Change, Conflict, Rollback Image, External Source Record.",Type of captured item.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_itemstatus,Item Status,Choice,Yes,"Captured, Published, Superseded, Rolled Back, Excluded, Error.",Lifecycle/status of the snapshot item.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_sourceentitylogicalname,Source Entity Logical Name,Text,No,Max 128.,Mapped/customer source table.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_sourcerecordid,Source Record ID,Text,No,Max 100.,Mapped/customer source record.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_sourcerowversion,Source Row Version,Text,No,Max 100.,Source concurrency token at capture time.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_sourceversionnumber,Source Version Number,Text,No,Max 100.,Dataverse or external version marker.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_managedfieldscopejson,Managed Field Scope JSON,Multiline Text,Yes,Max 100000.,Exact rollback-managed fields captured.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_beforeimagejson,Before Image JSON,Multiline Text,No,Max 100000; field security recommended.,Managed before-image.,Field Security
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_afterimagejson,After Image JSON,Multiline Text,No,Max 100000; field security recommended.,Managed after-image/official image.,Field Security
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_rollbackimagejson,Rollback Image JSON,Multiline Text,No,Max 100000; field security recommended.,Image used for field-scoped rollback.,Field Security
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_relationshipcontextjson,Relationship Context JSON,Multiline Text,No,Max 100000.,Parent/sibling/group/resource context needed for support and rollback checks.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_itemhash,Item Hash,Text,No,Max 128.,Hash of normalized item evidence.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_previousitemhash,Previous Item Hash,Text,No,Max 128.,Hash-chain support.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_predecessoritemid,Predecessor Snapshot Item,Lookup,No,Self-reference.,Prior snapshot item for same logical record.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_retentionuntil,Retention Until,Date and Time,No,User local; stored UTC.,Earliest archive/purge eligibility.,Standard
ccsb_publishsnapshotitem,Publish Snapshot Item,ccsb_isimmutable,Immutable,Boolean,Yes,Default Yes.,Server-side update/delete guard.,Standard
ccsb_publishlock,Publish Lock,ccsb_publishlockid,Publish Lock,Uniqueidentifier,System,Primary ID; generated by Dataverse.,Unique row identifier.,Standard
ccsb_publishlock,Publish Lock,ccsb_name,Publish Lock Name,Primary Name,Yes,Max 300.,Readable lock label.,Standard
ccsb_publishlock,Publish Lock,ccsb_lockkey,Lock Key,Text,Yes,Max 200; alternate key.,Stable lock identity.,Standard
ccsb_publishlock,Publish Lock,ccsb_boardid,Board,Lookup,Runtime required,Target ccsb_board; metadata optional.,Board protected by the lock.,Standard
ccsb_publishlock,Publish Lock,ccsb_boardversionid,Board Version,Lookup,No,Target ccsb_boardversion.,Configuration context.,Standard
ccsb_publishlock,Publish Lock,ccsb_scheduleversionid,Schedule Version,Lookup,No,Target ccsb_scheduleversion.,Schedule version protected.,Standard
ccsb_publishlock,Publish Lock,ccsb_publishsnapshotid,Publish Snapshot,Lookup,No,Target ccsb_publishsnapshot.,Snapshot that created or owns the lock.,Standard
ccsb_publishlock,Publish Lock,ccsb_operationid,Operation,Lookup,No,Target ccsb_operation.,Operation that created/updated the lock.,Standard
ccsb_publishlock,Publish Lock,ccsb_operationitemid,Operation Item,Lookup,No,Target ccsb_operationitem.,Operation item linkage.,Standard
ccsb_publishlock,Publish Lock,ccsb_groupnodeid,Group Node,Lookup,No,Target ccsb_groupnode.,Group/hierarchy scope.,Standard
ccsb_publishlock,Publish Lock,ccsb_resourceid,Resource,Lookup,No,Target ccsb_resource.,Resource scope.,Standard
ccsb_publishlock,Publish Lock,ccsb_scheduleitemid,Schedule Item,Lookup,No,Target ccsb_scheduleitem.,Schedule item scope.,Standard
ccsb_publishlock,Publish Lock,ccsb_scheduleassignmentid,Schedule Assignment,Lookup,No,Target ccsb_scheduleassignment.,Assignment scope.,Standard
ccsb_publishlock,Publish Lock,ccsb_lockstatus,Lock Status,Choice,Yes,"Pending, Active, Expired, Released, Superseded, Overridden.",Current lock lifecycle state.,Standard
ccsb_publishlock,Publish Lock,ccsb_locklevel,Lock Level,Choice,Yes,"Informational, Soft Warning, Hard Block, Override Required, Read Only.",How strongly the lock restricts operations.,Standard
ccsb_publishlock,Publish Lock,ccsb_locktype,Lock Type,Choice,Yes,"Publish Protection, Rollback Protection, Maintenance Window, Approval Hold, External Hold, System Recovery.",Business purpose of lock.,Standard
ccsb_publishlock,Publish Lock,ccsb_scopetype,Scope Type,Choice,Yes,"Board, Schedule Version, Date Range, Group, Resource, Schedule Item, Assignment, Custom Query.",Protected scope category.,Standard
ccsb_publishlock,Publish Lock,ccsb_scopefrom,Scope From,Date and Time,No,User local; stored UTC.,Start of date/time scope.,Standard
ccsb_publishlock,Publish Lock,ccsb_scopeto,Scope To,Date and Time,No,User local; stored UTC.,End of date/time scope.,Standard
ccsb_publishlock,Publish Lock,ccsb_timezoneid,Time Zone ID,Text,No,Max 100.,IANA/Windows time zone used to interpret scope.,Standard
ccsb_publishlock,Publish Lock,ccsb_scopecriteriajson,Scope Criteria JSON,Multiline Text,No,Max 100000.,Additional normalized scope filters.,Standard
ccsb_publishlock,Publish Lock,ccsb_protectedactionsjson,Protected Actions JSON,Multiline Text,No,Max 100000.,"Actions blocked or requiring override, such as move, resize, assign, publish, rollback.",Standard
ccsb_publishlock,Publish Lock,ccsb_lockownerid,Lock Owner,Lookup,No,Target systemuser.,User responsible for the lock; Dataverse owner remains security owner.,Standard
ccsb_publishlock,Publish Lock,ccsb_lockedby,Locked By,Lookup,No,Target systemuser.,User/system that created the lock.,Standard
ccsb_publishlock,Publish Lock,ccsb_lockedon,Locked On,Date and Time,Yes,User local; stored UTC.,Lock activation timestamp.,Standard
ccsb_publishlock,Publish Lock,ccsb_expireson,Expires On,Date and Time,No,User local; stored UTC.,Automatic expiry timestamp.,Standard
ccsb_publishlock,Publish Lock,ccsb_releasedby,Released By,Lookup,No,Target systemuser.,User/system that released the lock.,Standard
ccsb_publishlock,Publish Lock,ccsb_releasedon,Released On,Date and Time,No,User local; stored UTC.,Release timestamp.,Standard
ccsb_publishlock,Publish Lock,ccsb_overriddenby,Overridden By,Lookup,No,Target systemuser.,User/system that overrode the lock.,Standard
ccsb_publishlock,Publish Lock,ccsb_overriddenon,Overridden On,Date and Time,No,User local; stored UTC.,Override timestamp.,Standard
ccsb_publishlock,Publish Lock,ccsb_overridereason,Override Reason,Multiline Text,No,Max 4000; field security recommended.,Required explanation for override.,Field Security
ccsb_publishlock,Publish Lock,ccsb_supersedeslockid,Supersedes Lock,Lookup,No,Self-reference.,Prior lock superseded by this lock.,Standard
ccsb_publishlock,Publish Lock,ccsb_correlationid,Correlation ID,Text,Yes,Max 100.,Trace correlation.,Standard
ccsb_publishlock,Publish Lock,ccsb_retentionuntil,Retention Until,Date and Time,No,User local; stored UTC.,Earliest archive/purge eligibility.,Standard
ccsb_publishlock,Publish Lock,ccsb_isactive,Active,Boolean,Yes,Default Yes.,Fast filter for active locks.,Standard
ccsb_outboxevent,Outbox Event,ccsb_outboxeventid,Outbox Event,Uniqueidentifier,System,Primary ID; generated by Dataverse.,Unique row identifier.,Standard
ccsb_outboxevent,Outbox Event,ccsb_name,Outbox Event Name,Primary Name,Yes,Max 300.,Readable event label.,Standard
ccsb_outboxevent,Outbox Event,ccsb_eventkey,Event Key,Text,Yes,Max 200; alternate key.,Stable event identity.,Standard
ccsb_outboxevent,Outbox Event,ccsb_eventtype,Event Type,Choice,Yes,"Schedule Changed, Publish Completed, Rollback Completed, Conflict Raised, Lock Changed, Projection Generated, Audit Event, Integration Test.",Business event category.,Standard
ccsb_outboxevent,Outbox Event,ccsb_eventversion,Event Version,Text,Yes,Max 50; semantic version.,Payload contract version.,Standard
ccsb_outboxevent,Outbox Event,ccsb_eventstatus,Event Status,Choice,Yes,"Pending, Ready, Dispatching, Delivered, Failed, Dead Lettered, Cancelled, Suppressed.",Delivery lifecycle status.,Standard
ccsb_outboxevent,Outbox Event,ccsb_boardid,Board,Lookup,No,Target ccsb_board.,Board scope.,Standard
ccsb_outboxevent,Outbox Event,ccsb_boardversionid,Board Version,Lookup,No,Target ccsb_boardversion.,Configuration version scope.,Standard
ccsb_outboxevent,Outbox Event,ccsb_scheduleversionid,Schedule Version,Lookup,No,Target ccsb_scheduleversion.,Schedule version scope.,Standard
ccsb_outboxevent,Outbox Event,ccsb_operationid,Operation,Lookup,Runtime required,Target ccsb_operation; metadata optional.,Operation that created event.,Standard
ccsb_outboxevent,Outbox Event,ccsb_operationitemid,Operation Item,Lookup,No,Target ccsb_operationitem.,Operation item linkage.,Standard
